pos_x,pos_y,left_border_x,left_border_y,right_border_x,right_border_y,throttle,brake,target_speed,yaw
273.2242736816406,-193.41001892089844,272.9555543855292,-195.9274107672343,274.2018060149304,-184.25238878058744,0.14285001158714294,0.0,30.84906005859375,-83.90702737474714
271.62908935546875,-193.23934936523438,271.3583208151203,-195.77012135853863,272.6078347420733,-184.0913833208522,0.14285001158714294,0.0,30.854909896850586,-83.89312738244637
270.0335388183594,-193.0685272216797,269.7610194337919,-195.6139726854298,271.0119416786032,-183.92983374385452,0.14285001158714294,0.0,30.859153747558594,-83.88910109486842
268.4378662109375,-192.89688110351562,268.1624959466965,-195.45680376444037,269.4198969975022,-183.76763517283626,0.14285001158714294,0.0,30.867794036865234,-83.86031544218906
266.8418273925781,-192.7248077392578,266.56415962105876,-195.30027050110758,267.82496424435095,-183.60587997285404,0.14285001158714294,0.0,30.87354850769043,-83.84655163806553
265.24554443359375,-192.55245971679688,264.9656268852751,-195.145048862419,266.2290326511265,-183.4434170971448,0.14285001158714294,0.0,30.87868881225586,-83.83774059034305
263.6490478515625,-192.380126953125,263.36747626910653,-194.9886156665308,264.6312821079007,-183.28067540609538,0.14285001158714294,0.0,30.884546279907227,-83.83910010990134
262.0520935058594,-192.20761108398438,261.7685242861419,-194.83257016740836,263.03409509705193,-183.11736497297852,0.14285001158714294,0.0,30.892961502075195,-83.83435875927599
260.4548034667969,-192.0347442626953,260.16894465137784,-194.67608072646638,261.43751248986086,-182.95450941987258,0.14285001158714294,0.0,30.899782180786133,-83.82320115941121
258.857177734375,-191.8620147705078,258.5697871986623,-194.52017412299804,259.8378204482704,-182.79176270069533,0.14285001158714294,0.0,30.904993057250977,-83.82935709529427
257.25921630859375,-191.6896209716797,256.97073478119916,-194.36362871418913,258.236695569771,-182.62912016202108,0.14285001158714294,0.0,30.91228675842285,-83.84254112478732
255.66082763671875,-191.51730346679688,255.3706905681615,-194.20856692252232,256.63654545292843,-182.46670639926853,0.14285001158714294,0.0,30.917362213134766,-83.84687775907109
254.062255859375,-191.3452606201172,253.77093181610581,-194.05215836460079,255.03523081113892,-182.30466214148356,0.14285001158714294,0.0,30.923158645629883,-83.85730851604646
252.46327209472656,-191.1734619140625,252.17067638343428,-193.8967408182307,253.43352587431104,-182.14300949231662,0.14285001158714294,0.0,30.93025779724121,-83.86752734294598
250.8639373779297,-191.00148010253906,250.5693684755049,-193.74080624385337,251.833719840395,-181.9830452679336,0.14285001158714294,0.0,30.936582565307617,-83.86237797738232
249.26426696777344,-190.8297882080078,248.96857121055902,-193.58481490577984,250.23087455677492,-181.82380943085175,0.14285001158714294,0.0,30.9443302154541,-83.873921710723
247.6641387939453,-190.65826416015625,247.3671715560263,-193.42863746961393,248.6281962064461,-181.66468310693082,0.14285001158714294,0.0,30.951440811157227,-83.8816026792235
246.06356811523438,-190.48695373535156,245.7654690660475,-193.27212339460658,247.0247595550755,-181.50644459825938,0.14285001158714294,0.0,30.958477020263672,-83.89084175677802
244.46273803710938,-190.3159637451172,244.16377554262655,-193.11488871577419,245.42046374693737,-181.34961360506063,0.14285001158714294,0.0,30.961782455444336,-83.90316335996827
242.86167907714844,-190.1454620361328,242.56216868871135,-192.95794874881747,243.81498019610902,-181.1936966424352,0.14285001158714294,0.0,30.966054916381836,-83.92130560007647
241.26026916503906,-189.97503662109375,240.95951628897902,-192.8010742558419,242.2113563180273,-181.03810433475527,0.14285001158714294,0.0,30.97447967529297,-83.92532687503665
239.6584930419922,-189.80438232421875,239.35587126466726,-192.6448167352442,240.6088233291175,-180.88449931628838,0.14285001158714294,0.0,30.9813175201416,-83.91860996272092
238.05641174316406,-189.6339569091797,237.75276815572744,-192.48835343700853,239.00350799668567,-180.73079422297243,0.14285001158714294,0.0,30.98530387878418,-83.9278535750622
236.45394897460938,-189.4640350341797,236.14992392346102,-192.33116926968168,237.3961984280649,-180.57807101186953,0.14285001158714294,0.0,30.994354248046875,-83.9470914805473
234.85105895996094,-189.2944793701172,234.546391054695,-192.17464940651686,235.78926364013063,-180.4251860801796,0.14285001158714294,0.0,30.999290466308594,-83.9616380483622
233.247802734375,-189.12550354003906,232.94302984904112,-192.01721311516235,234.18091969922375,-180.27201495293215,0.14285001158714294,0.0,31.006654739379883,-83.98350030547977
231.64419555664062,-188.9569549560547,231.3391833386575,-191.85890625396502,232.57309510297821,-180.11920654732717,0.14285001158714294,0.0,31.010114669799805,-83.99990536583559
230.04031372070312,-188.7887725830078,229.73480134361208,-191.70231068687227,230.96548778679195,-179.96579159636923,0.14285001158714294,0.0,31.016788482666016,-84.01386499942979
228.43606567382812,-188.62083435058594,228.13003024481336,-191.5442707366387,229.35815860822075,-179.8124423143964,0.14285001158714294,0.0,31.02338981628418,-84.02384640773352
226.83140563964844,-188.45333862304688,226.52527679366574,-191.38614611417182,227.7494252809005,-179.65843113165656,0.14285001158714294,0.0,31.02932357788086,-84.04099893527044
225.22642517089844,-188.28599548339844,224.91972571152687,-191.22753609929526,226.14202388317878,-179.50452972681094,0.14285001158714294,0.0,31.036985397338867,-84.04756865433565
223.62098693847656,-188.11900329589844,223.31420521409117,-191.06835749449885,224.5331565057801,-179.34953976754727,0.14285001158714294,0.0,31.042898178100586,-84.0616443443832
222.01531982421875,-187.95223999023438,221.70824451732753,-190.90888995535974,222.92497700538289,-179.19367877541856,0.14285001158714294,0.0,31.047163009643555,-84.0705648091589
220.40933227539062,-187.78564453125,220.10196045209793,-190.74872242111604,221.3168533414391,-179.0371015561994,0.14285001158714294,0.0,31.053865432739258,-84.07766379591362
218.8029327392578,-187.6192169189453,218.4953440325569,-190.58813745395514,219.70833027394377,-178.88010109799222,0.14285001158714294,0.0,31.060022354125977,-84.08509486689444
217.1962890625,-187.452880859375,216.88838181527169,-190.4269637675862,218.100110248199,-178.72285204497229,0.14285001158714294,0.0,31.065719604492188,-84.08921759763935
215.5892333984375,-187.28680419921875,215.28135794097057,-190.26598861491323,216.49064918549593,-178.56417366880774,0.14285001158714294,0.0,31.072980880737305,-84.09987256987853
213.98184204101562,-187.1207733154297,213.6736317415458,-190.1046433059408,214.8820552153332,-178.4055581505587,0.14285001158714294,0.0,31.07823944091797,-84.10271056126048
212.37417602539062,-186.95494079589844,212.06594845560667,-189.94305790598654,213.27246876369665,-178.24642746244942,0.14285001158714294,0.0,31.083515167236328,-84.11070597982615
210.76625061035156,-186.78907775878906,210.4575545905647,-189.78166841905397,211.6639726479336,-178.08629439592957,0.14285001158714294,0.0,31.089479446411133,-84.11057340044441
